3000m steeplechase men,beijing 2008,Tareq Mubarak Taher,BRN,18.,8:23.66
3000m steeplechase men,beijing 2008,Nahom Mesfin,ETH,19.,8:23.82
3000m steeplechase men,beijing 2008,Ildar Minshin,RUS,20.,8:26.85
3000m steeplechase men,beijing 2008,Hamid Ezzine,MAR,21.,8:27.45
3000m steeplechase men,beijing 2008,Vincent Zouaoui Dandrieux,FRA,22.,8:27.91
3000m steeplechase men,beijing 2008,Roba Gary,ETH,23.,8:28.27
3000m steeplechase men,beijing 2008,Tomasz Szymkowiak,POL,24.,8:29.37
3000m steeplechase men,beijing 2008,Rabia Makhloufi,ALG,25.,8:29.74
3000m steeplechase men,beijing 2008,Yoshitaka Iwamizu,JPN,26.,8:29.80
3000m steeplechase men,beijing 2008,Josh Mcadams,USA,27.,8:33.26
3000m steeplechase men,beijing 2008,Andrew Lemoncello,GBR,28.,8:36.06
3000m steeplechase men,beijing 2008,Pavel Potapovich,RUS,29.,8:36.29
3000m steeplechase men,beijing 2008,William Nelson 1,USA,30.,8:36.66
3000m steeplechase men,beijing 2008,Jose Luis Blanco,ESP,31.,8:37.37
3000m steeplechase men,beijing 2008,Valerijs Zolnerovics,LAT,32.,8:37.65
3000m steeplechase men,beijing 2008,Pieter Desmet,BEL,33.,8:37.99
3000m steeplechase men,beijing 2008,Alberto Paulo,POR,34.,8:39.11
3000m steeplechase men,beijing 2008,Halil Akkas,TUR,35.,8:44.70
3000m steeplechase men,beijing 2008,Ruben Palomeque,ESP,36.,8:58.50
3000m steeplechase men,beijing 2008,Itay Magidi,ISR,37.,9:05.02
3000m steeplechase men,beijing 2008,Ali Ahmed Al Amri,KSA,38.,9:09.73
3000m steeplechase men,beijing 2008,Bouabdellah Tahri,FRA,1.,8:23.42
3000m steeplechase men,beijing 2008,Brimin Kiprop Kipruto,KEN,2.,8:23.53
3000m steeplechase men,beijing 2008,Abdelkader Hachlaf,MAR,3.,8:23.62
3000m steeplechase men,beijing 2008,Tareq Mubarak Taher,BRN,4.,8:23.66
3000m steeplechase men,beijing 2008,Nahom Mesfin,ETH,5.,8:23.82
3000m steeplechase men,beijing 2008,Ildar Minshin,RUS,6.,8:26.85
3000m steeplechase men,beijing 2008,Tomasz Szymkowiak,POL,7.,8:29.37
3000m steeplechase men,beijing 2008,Rabia Makhloufi,ALG,8.,8:29.74
3000m steeplechase men,beijing 2008,Yoshitaka Iwamizu,JPN,9.,8:29.80
3000m steeplechase men,beijing 2008,Valerijs Zolnerovics,LAT,10.,8:37.65
3000m steeplechase men,beijing 2008,Alberto Paulo,POR,11.,8:39.11
3000m steeplechase men,beijing 2008,Ruben Palomeque,ESP,12.,8:58.50
3000m steeplechase men,beijing 2008,Yakob Jarso,ETH,1.,8:16.88
3000m steeplechase men,beijing 2008,Mahiedine Mekhissi Benabbad,FRA,2.,8:16.95
3000m steeplechase men,beijing 2008,Anthony Famiglietti,USA,3.,8:17.34
3000m steeplechase men,beijing 2008,Ezekiel Kemboi,KEN,4.,8:17.55
3000m steeplechase men,beijing 2008,Mustafa Mohamed,SWE,5.,8:17.80
3000m steeplechase men,beijing 2008,Youcef Abdi,AUS,6.,8:17.97
3000m steeplechase men,beijing 2008,Ion Luchianov,MDA,7.,8:18.97
3000m steeplechase men,beijing 2008,Bostjan Buc,SLO,8.,8:21.24
3000m steeplechase men,beijing 2008,Brahim Taleb,MAR,9.,8:23.09
3000m steeplechase men,beijing 2008,Andrew Lemoncello,GBR,10.,8:36.06
3000m steeplechase men,beijing 2008,William Nelson 1,USA,11.,8:36.66
3000m steeplechase men,beijing 2008,Jose Luis Blanco,ESP,12.,8:37.37
3000m steeplechase men,beijing 2008,Ali Ahmed Al Amri,KSA,13.,9:09.73
3000m steeplechase men,beijing 2008,Ruben Ramolefi,RSA,1.,8:19.86
3000m steeplechase men,beijing 2008,Richard Kipkemboi Mateelong,KEN,2.,8:19.87
3000m steeplechase men,beijing 2008,Benjamin Kiplagat,UGA,3.,8:20.22
3000m steeplechase men,beijing 2008,Abubaker Ali Kamal,QAT,4.,8:21.85
3000m steeplechase men,beijing 2008,Eliseo Martin,ESP,5.,8:23.19
3000m steeplechase men,beijing 2008,Hamid Ezzine,MAR,6.,8:27.45
3000m steeplechase men,beijing 2008,Vincent Zouaoui Dandrieux,FRA,7.,8:27.91
3000m steeplechase men,beijing 2008,Roba Gary,ETH,8.,8:28.27
3000m steeplechase men,beijing 2008,Josh Mcadams,USA,9.,8:33.26
3000m steeplechase men,beijing 2008,Pavel Potapovich,RUS,10.,8:36.29
3000m steeplechase men,beijing 2008,Pieter Desmet,BEL,11.,8:37.99
3000m steeplechase men,beijing 2008,Halil Akkas,TUR,12.,8:44.70
3000m steeplechase men,beijing 2008,Itay Magidi,ISR,13.,9:05.02
400m hurdles men,beijing 2008,Angelo Taylor,USA,1.,47.25
400m hurdles men,beijing 2008,Kerron Clement,USA,2.,47.98
400m hurdles men,beijing 2008,Bershawn Jackson,USA,3.,48.06
400m hurdles men,beijing 2008,Danny Mcfarlane,JAM,4.,48.30
400m hurdles men,beijing 2008,L J Van Zyl,RSA,5.,48.42
400m hurdles men,beijing 2008,Marek Plawgo,POL,6.,48.52
400m hurdles men,beijing 2008,Markino Buckley,JAM,7.,48.60
400m hurdles men,beijing 2008,Periklis Iakovakis,GRE,8.,49.96
400m hurdles men,beijing 2008,Angelo Taylor,USA,1.,47.94
400m hurdles men,beijing 2008,Bershawn Jackson,USA,2.,48.02
400m hurdles men,beijing 2008,Kerron Clement,USA,3.,48.27
400m hurdles men,beijing 2008,Danny Mcfarlane,JAM,4.,48.33
400m hurdles men,beijing 2008,Markino Buckley,JAM,5.,48.50
400m hurdles men,beijing 2008,L J Van Zyl,RSA,6.,48.57
400m hurdles men,beijing 2008,Periklis Iakovakis,GRE,7.,48.69
400m hurdles men,beijing 2008,Marek Plawgo,POL,8.,48.75
400m hurdles men,beijing 2008,Isa Phillips,JAM,9.,48.85
400m hurdles men,beijing 2008,Alwyn Myburgh,RSA,10.,49.16
400m hurdles men,beijing 2008,Alexander Derevyagin,RUS,11.,49.23
400m hurdles men,beijing 2008,Pieter De Villiers,RSA,12.,49.44
400m hurdles men,beijing 2008,Jonathan Williams,BIZ,13.,49.64
400m hurdles men,beijing 2008,Javier Culson,PUR,14.,49.85
400m hurdles men,beijing 2008,Mahau Suguimati,BRA,15.,50.16
400m hurdles men,beijing 2008,Bayano Kamani,PAN,16.,50.48
400m hurdles men,beijing 2008,Angelo Taylor,USA,1.,47.94
400m hurdles men,beijing 2008,Bershawn Jackson,USA,2.,48.02
400m hurdles men,beijing 2008,L J Van Zyl,RSA,3.,48.57
400m hurdles men,beijing 2008,Marek Plawgo,POL,4.,48.75
400m hurdles men,beijing 2008,Isa Phillips,JAM,5.,48.85
400m hurdles men,beijing 2008,Alexander Derevyagin,RUS,6.,49.23
400m hurdles men,beijing 2008,Pieter De Villiers,RSA,7.,49.44
400m hurdles men,beijing 2008,Javier Culson,PUR,8.,49.85
400m hurdles men,beijing 2008,Kerron Clement,USA,1.,48.27
400m hurdles men,beijing 2008,Danny Mcfarlane,JAM,2.,48.33
400m hurdles men,beijing 2008,Markino Buckley,JAM,3.,48.50
400m hurdles men,beijing 2008,Periklis Iakovakis,GRE,4.,48.69
400m hurdles men,beijing 2008,Alwyn Myburgh,RSA,5.,49.16
400m hurdles men,beijing 2008,Jonathan Williams,BIZ,6.,49.64
400m hurdles men,beijing 2008,Mahau Suguimati,BRA,7.,50.16
400m hurdles men,beijing 2008,Bayano Kamani,PAN,8.,50.48
400m hurdles men,beijing 2008,Markino Buckley,JAM,1.,48.65
400m hurdles men,beijing 2008,Angelo Taylor,USA,2.,48.67
400m hurdles men,beijing 2008,Danny Mcfarlane,JAM,3.,48.86
400m hurdles men,beijing 2008,L J Van Zyl,RSA,3.,48.86
400m hurdles men,beijing 2008,Alwyn Myburgh,RSA,5.,48.92
400m hurdles men,beijing 2008,Bayano Kamani,PAN,6.,49.05
400m hurdles men,beijing 2008,Marek Plawgo,POL,7.,49.17
400m hurdles men,beijing 2008,Alexander Derevyagin,RUS,8.,49.19
400m hurdles men,beijing 2008,Bershawn Jackson,USA,9.,49.20
400m hurdles men,beijing 2008,Pieter De Villiers,RSA,10.,49.24
400m hurdles men,beijing 2008,Kerron Clement,USA,11.,49.42
400m hurdles men,beijing 2008,Mahau Suguimati,BRA,12.,49.45
400m hurdles men,beijing 2008,Periklis Iakovakis,GRE,13.,49.50
400m hurdles men,beijing 2008,Isa Phillips,JAM,14.,49.55
400m hurdles men,beijing 2008,Javier Culson,PUR,15.,49.60
400m hurdles men,beijing 2008,Jonathan Williams,BIZ,16.,49.61
400m hurdles men,beijing 2008,Kenji Narisako,JPN,17.,49.63
400m hurdles men,beijing 2008,Yan Meng,CHN,18.,49.73
400m hurdles men,beijing 2008,Dai Tamesue,JPN,19.,49.82
400m hurdles men,beijing 2008,Edivaldo Monteiro,POR,20.,49.89
400m hurdles men,beijing 2008,Ibrahima Maiga,MLI,21.,50.57
400m hurdles men,beijing 2008,Felix Sanchez,DOM,22.,51.10
400m hurdles men,beijing 2008,Mowen Boino,PNG,23.,51.47
400m hurdles men,beijing 2008,Aleksey Pogorelov,KGZ,23.,51.47
400m hurdles men,beijing 2008,Harouna Garba,NIG,25.,55.14
400m hurdles men,beijing 2008,Bershawn Jackson,USA,1.,49.20
400m hurdles men,beijing 2008,Pieter De Villiers,RSA,2.,49.24
400m hurdles men,beijing 2008,Mahau Suguimati,BRA,3.,49.45
400m hurdles men,beijing 2008,Jonathan Williams,BIZ,4.,49.61
400m hurdles men,beijing 2008,Kenji Narisako,JPN,5.,49.63
400m hurdles men,beijing 2008,Edivaldo Monteiro,POR,6.,49.89
400m hurdles men,beijing 2008,Harouna Garba,NIG,7.,55.14
400m hurdles men,beijing 2008,Angelo Taylor,USA,1.,48.67
400m hurdles men,beijing 2008,Danny Mcfarlane,JAM,2.,48.86
400m hurdles men,beijing 2008,Alwyn Myburgh,RSA,3.,48.92
400m hurdles men,beijing 2008,Bayano Kamani,PAN,4.,49.05
400m hurdles men,beijing 2008,Alexander Derevyagin,RUS,5.,49.19
400m hurdles men,beijing 2008,Ibrahima Maiga,MLI,6.,50.57
400m hurdles men,beijing 2008,Markino Buckley,JAM,1.,48.65
400m hurdles men,beijing 2008,L J Van Zyl,RSA,2.,48.86
400m hurdles men,beijing 2008,Marek Plawgo,POL,3.,49.17
400m hurdles men,beijing 2008,Javier Culson,PUR,4.,49.60
400m hurdles men,beijing 2008,Yan Meng,CHN,5.,49.73
400m hurdles men,beijing 2008,Aleksey Pogorelov,KGZ,6.,51.47
400m hurdles men,beijing 2008,Kerron Clement,USA,1.,49.42
400m hurdles men,beijing 2008,Periklis Iakovakis,GRE,2.,49.50
400m hurdles men,beijing 2008,Isa Phillips,JAM,3.,49.55
400m hurdles men,beijing 2008,Dai Tamesue,JPN,4.,49.82
400m hurdles men,beijing 2008,Felix Sanchez,DOM,5.,51.10
400m hurdles men,beijing 2008,Mowen Boino,PNG,6.,51.47
400m men,beijing 2008,Lashawn Merritt,USA,1.,43.75
400m men,beijing 2008,Jeremy Wariner,USA,2.,44.74
400m men,beijing 2008,David Neville,USA,3.,44.80
400m men,beijing 2008,Chris Brown,BAH,4.,44.84
400m men,beijing 2008,Leslie Djhone,FRA,5.,45.11
400m men,beijing 2008,Martyn Rooney,GBR,6.,45.12
400m men,beijing 2008,Renny Quow,TTO,7.,45.22
400m men,beijing 2008,Johan Wissman,SWE,8.,45.39
400m men,beijing 2008,Lashawn Merritt,USA,1.,44.12
400m men,beijing 2008,Jeremy Wariner,USA,2.,44.15
400m men,beijing 2008,Chris Brown,BAH,3.,44.59
400m men,beijing 2008,Martyn Rooney,GBR,4.,44.60
400m men,beijing 2008,Johan Wissman,SWE,5.,44.64
400m men,beijing 2008,Leslie Djhone,FRA,6.,44.79
400m men,beijing 2008,Renny Quow,TTO,7.,44.82
400m men,beijing 2008,Kevin Borlee,BEL,8.,44.88
400m men,beijing 2008,David Neville,USA,9.,44.91
400m men,beijing 2008,Nery Brenes,CRC,10.,44.94
400m men,beijing 2008,Gary Kikaya,COD,10.,44.94
400m men,beijing 2008,Saul Weigopwa,NGR,12.,45.02
400m men,beijing 2008,Joel Milburn,AUS,13.,45.06
400m men,beijing 2008,William Collazo,CUB,13.,45.06
400m men,beijing 2008,Ricardo Chambers,JAM,15.,45.09
400m men,beijing 2008,Jonathan Borlee,BEL,16.,45.11
400m men,beijing 2008,Tabarie Henry,ISV,17.,45.19
400m men,beijing 2008,James Godday,NGR,18.,45.24
400m men,beijing 2008,Andretti Bain,BAH,19.,45.52
400m men,beijing 2008,Michael Mathieu 1,BAH,20.,45.56
400m men,beijing 2008,Michael Mathieu,BAH,20.,45.56
400m men,beijing 2008,Sean Wroe,AUS,21.,45.56
400m men,beijing 2008,Andrew Steele,GBR,22.,45.59
400m men,beijing 2008,Claudio Licciardello,ITA,23.,45.64
400m men,beijing 2008,Cedric Van Branteghem,BEL,24.,45.81
400m men,beijing 2008,Jeremy Wariner,USA,1.,44.15
400m men,beijing 2008,Chris Brown,BAH,2.,44.59
400m men,beijing 2008,Kevin Borlee,BEL,3.,44.88
400m men,beijing 2008,Nery Brenes,CRC,4.,44.94
400m men,beijing 2008,Saul Weigopwa,NGR,5.,45.02
400m men,beijing 2008,William Collazo,CUB,6.,45.06
400m men,beijing 2008,Tabarie Henry,ISV,7.,45.19
400m men,beijing 2008,Claudio Licciardello,ITA,8.,45.64
400m men,beijing 2008,Leslie Djhone,FRA,1.,44.79
400m men,beijing 2008,David Neville,USA,2.,44.91
400m men,beijing 2008,Joel Milburn,AUS,3.,45.06
400m men,beijing 2008,Ricardo Chambers,JAM,4.,45.09
400m men,beijing 2008,Jonathan Borlee,BEL,5.,45.11
400m men,beijing 2008,James Godday,NGR,6.,45.24
400m men,beijing 2008,Andretti Bain,BAH,7.,45.52
400m men,beijing 2008,Andrew Steele,GBR,8.,45.59
400m men,beijing 2008,Lashawn Merritt,USA,1.,44.12
400m men,beijing 2008,Martyn Rooney,GBR,2.,44.60
400m men,beijing 2008,Johan Wissman,SWE,3.,44.64
400m men,beijing 2008,Renny Quow,TTO,4.,44.82
400m men,beijing 2008,Gary Kikaya,COD,5.,44.94
400m men,beijing 2008,Michael Mathieu,BAH,6.,45.56
400m men,beijing 2008,Michael Mathieu 1,BAH,6.,45.56
400m men,beijing 2008,Sean Wroe,AUS,7.,45.56
400m men,beijing 2008,Cedric Van Branteghem,BEL,8.,45.81
400m men,beijing 2008,Chris Brown,BAH,1.,44.79
400m men,beijing 2008,Joel Milburn,AUS,2.,44.80
400m men,beijing 2008,Johan Wissman,SWE,3.,44.81
400m men,beijing 2008,Gary Kikaya,COD,4.,44.89
400m men,beijing 2008,Andrew Steele,GBR,5.,44.94
400m men,beijing 2008,Lashawn Merritt,USA,6.,44.96
400m men,beijing 2008,Martyn Rooney,GBR,7.,45.00
400m men,beijing 2008,Leslie Djhone,FRA,8.,45.12
400m men,beijing 2008,Renny Quow,TTO,9.,45.13
400m men,beijing 2008,Michael Mathieu,BAH,10.,45.17
400m men,beijing 2008,Michael Mathieu 1,BAH,10.,45.17
400m men,beijing 2008,Sean Wroe,AUS,10.,45.17
400m men,beijing 2008,Saul Weigopwa,NGR,12.,45.19
400m men,beijing 2008,Ricardo Chambers,JAM,13.,45.22
400m men,beijing 2008,David Neville,USA,13.,45.22
400m men,beijing 2008,Jeremy Wariner,USA,15.,45.23
400m men,beijing 2008,Claudio Licciardello,ITA,16.,45.25
400m men,beijing 2008,Jonathan Borlee,BEL,17.,45.25
400m men,beijing 2008,Tabarie Henry,ISV,18.,45.36
400m men,beijing 2008,Nery Brenes,CRC,18.,45.36
400m men,beijing 2008,William Collazo,CUB,20.,45.37
400m men,beijing 2008,Kevin Borlee,BEL,21.,45.43
400m men,beijing 2008,James Godday,NGR,22.,45.49
400m men,beijing 2008,Cedric Van Branteghem,BEL,24.,45.54
400m men,beijing 2008,Michael Blackwood,JAM,25.,45.56
400m men,beijing 2008,Ato Modibo,TTO,26.,45.63
400m men,beijing 2008,Sanjay Ayre 1,JAM,27.,45.66
400m men,beijing 2008,Tyler Christopher,CAN,28.,45.67
400m men,beijing 2008,David Gillick,IRL,29.,45.83
400m men,beijing 2008,Young Talkmore Nyongani,ZIM,30.,45.89
400m men,beijing 2008,Andretti Bain,BAH,31.,45.96
400m men,beijing 2008,Maksim Dyldin,RUS,32.,46.03
400m men,beijing 2008,Eric Milazar,MRI,33.,46.06
400m men,beijing 2008,Erison Hurtault,DMA,34.,46.10
400m men,beijing 2008,Alleyne Francique,GRN,35.,46.15
400m men,beijing 2008,Arismendy Peguero,DOM,36.,46.28
400m men,beijing 2008,Mykhaylo Knysh,UKR,36.,46.28
400m men,beijing 2008,Gakologelwang Masheto,BOT,38.,46.29
400m men,beijing 2008,Joel Phillip,GRN,39.,46.30
400m men,beijing 2008,Niko Verekauta,FIJ,40.,46.32
400m men,beijing 2008,Andres Silva,URU,41.,46.34
400m men,beijing 2008,Rudolf Gotz,CZE,42.,46.38
400m men,beijing 2008,Yuzo Kanemaru,JPN,43.,46.39
400m men,beijing 2008,Felix Martinez,PUR,44.,46.46
400m men,beijing 2008,Geiner Mosquera,COL,45.,46.59
400m men,beijing 2008,Fernando De Almeida,BRA,46.,46.60
400m men,beijing 2008,Lewis Banda,ZIM,47.,46.76
400m men,beijing 2008,Vincent Mumo Kiilu,KEN,48.,46.79
400m men,beijing 2008,Mathieu Gnanligo Fousseni,BEN,49.,47.10
400m men,beijing 2008,Nagmeldin Ali Abubakr,SUD,50.,47.12
400m men,beijing 2008,Daniel Dabrowski,POL,51.,47.83
400m men,beijing 2008,Siraj Williams,LBR,52.,47.89
400m men,beijing 2008,Ivano Bucci,SMR,53.,48.54
400m men,beijing 2008,Naiel Santiago D Almeida,STP,54.,49.08
400m men,beijing 2008,Xiaosheng Liu,CHN,55.,53.11
400m men,beijing 2008,Leslie Djhone,FRA,1.,45.12
400m men,beijing 2008,David Neville,USA,2.,45.22
400m men,beijing 2008,William Collazo,CUB,3.,45.37
400m men,beijing 2008,Kevin Borlee,BEL,4.,45.43
400m men,beijing 2008,Young Talkmore Nyongani,ZIM,6.,45.89
400m men,beijing 2008,Eric Milazar,MRI,7.,46.06
400m men,beijing 2008,Gakologelwang Masheto,BOT,8.,46.29
400m men,beijing 2008,Chris Brown,BAH,1.,44.79
400m men,beijing 2008,Joel Milburn,AUS,2.,44.80
400m men,beijing 2008,Johan Wissman,SWE,3.,44.81
400m men,beijing 2008,Gary Kikaya,COD,4.,44.89
400m men,beijing 2008,Sanjay Ayre 1,JAM,5.,45.66
400m men,beijing 2008,Arismendy Peguero,DOM,6.,46.28
400m men,beijing 2008,Ivano Bucci,SMR,7.,48.54
400m men,beijing 2008,Xiaosheng Liu,CHN,8.,53.11
400m men,beijing 2008,Nery Brenes,CRC,1.,45.36
400m men,beijing 2008,James Godday,NGR,2.,45.49
400m men,beijing 2008,Andretti Bain,BAH,3.,45.96
400m men,beijing 2008,Niko Verekauta,FIJ,4.,46.32
400m men,beijing 2008,Fernando De Almeida,BRA,5.,46.60
400m men,beijing 2008,Lewis Banda,ZIM,6.,46.76
400m men,beijing 2008,Vincent Mumo Kiilu,KEN,7.,46.79
400m men,beijing 2008,Nagmeldin Ali Abubakr,SUD,8.,47.12
400m men,beijing 2008,Martyn Rooney,GBR,1.,45.00
400m men,beijing 2008,Sean Wroe,AUS,2.,45.17
400m men,beijing 2008,Ricardo Chambers,JAM,3.,45.22
400m men,beijing 2008,Erison Hurtault,DMA,4.,46.10
400m men,beijing 2008,Andres Silva,URU,5.,46.34
400m men,beijing 2008,Rudolf Gotz,CZE,6.,46.38
400m men,beijing 2008,Yuzo Kanemaru,JPN,7.,46.39
400m men,beijing 2008,Lashawn Merritt,USA,1.,44.96
400m men,beijing 2008,Saul Weigopwa,NGR,2.,45.19
400m men,beijing 2008,Claudio Licciardello,ITA,3.,45.25
400m men,beijing 2008,Jonathan Borlee,BEL,4.,45.25
400m men,beijing 2008,Ato Modibo,TTO,5.,45.63
400m men,beijing 2008,Alleyne Francique,GRN,6.,46.15
400m men,beijing 2008,Geiner Mosquera,COL,7.,46.59
400m men,beijing 2008,Siraj Williams,LBR,8.,47.89
400m men,beijing 2008,Andrew Steele,GBR,1.,44.94
400m men,beijing 2008,Renny Quow,TTO,2.,45.13
400m men,beijing 2008,Michael Mathieu,BAH,3.,45.17
400m men,beijing 2008,Michael Mathieu 1,BAH,3.,45.17
400m men,beijing 2008,Michael Blackwood,JAM,4.,45.56
400m men,beijing 2008,Tyler Christopher,CAN,5.,45.67
400m men,beijing 2008,Joel Phillip,GRN,6.,46.30
400m men,beijing 2008,Felix Martinez,PUR,7.,46.46
400m men,beijing 2008,Daniel Dabrowski,POL,8.,47.83
400m men,beijing 2008,Jeremy Wariner,USA,1.,45.23
400m men,beijing 2008,Tabarie Henry,ISV,2.,45.36
400m men,beijing 2008,Cedric Van Branteghem,BEL,3.,45.54
400m men,beijing 2008,David Gillick,IRL,4.,45.83
400m men,beijing 2008,Maksim Dyldin,RUS,5.,46.03
400m men,beijing 2008,Mykhaylo Knysh,UKR,6.,46.28
400m men,beijing 2008,Mathieu Gnanligo Fousseni,BEN,7.,47.10
400m men,beijing 2008,Naiel Santiago D Almeida,STP,8.,49.08
5000m men,beijing 2008,Kenenisa Bekele,ETH,1.,12:57.82
5000m men,beijing 2008,Eliud Kipchoge Rotich,KEN,2.,13:02.80
5000m men,beijing 2008,Edwin Cheruiyot Soi,KEN,3.,13:06.22
5000m men,beijing 2008,Moses Ndiema Kipsiro,UGA,4.,13:10.56
5000m men,beijing 2008,Abreham Cherkos,ETH,5.,13:16.46
5000m men,beijing 2008,Tariku Bekele,ETH,6.,13:19.06
5000m men,beijing 2008,Juan Luis Barrios,MEX,7.,13:19.79
5000m men,beijing 2008,James Kwalia C Kurui,QAT,8.,13:23.48
5000m men,beijing 2008,Bernard Lagat,USA,9.,13:26.89
5000m men,beijing 2008,Kidane Tadesse,ERI,10.,13:28.40
5000m men,beijing 2008,Aelemayehu Bezabeh,ESP,11.,13:30.48
5000m men,beijing 2008,Thomas Pkemei Longosiwa,KEN,12.,13:31.34
5000m men,beijing 2008,Matthew Tegenkamp,USA,13.,13:33.13
5000m men,beijing 2008,Jesus Espana,ESP,14.,13:55.94
5000m men,beijing 2008,Matthew Tegenkamp,USA,1.,13:37.36
5000m men,beijing 2008,Eliud Kipchoge Rotich,KEN,2.,13:37.50
5000m men,beijing 2008,Tariku Bekele,ETH,3.,13:37.63
5000m men,beijing 2008,Kidane Tadesse,ERI,4.,13:37.72
5000m men,beijing 2008,Aelemayehu Bezabeh,ESP,5.,13:37.88
5000m men,beijing 2008,Alistair Cragg,IRL,6.,13:38.57
5000m men,beijing 2008,Bernard Lagat,USA,7.,13:39.70
5000m men,beijing 2008,James Kwalia C Kurui,QAT,8.,13:39.96
5000m men,beijing 2008,Kenenisa Bekele,ETH,9.,13:40.13
5000m men,beijing 2008,Thomas Pkemei Longosiwa,KEN,10.,13:41.30
5000m men,beijing 2008,Juan Luis Barrios,MEX,11.,13:42.39
5000m men,beijing 2008,Anis Selmouni,MAR,12.,13:43.70
5000m men,beijing 2008,Craig Mottram,AUS,13.,13:44.39
5000m men,beijing 2008,Aadam Khamis,BRN,14.,13:44.76
5000m men,beijing 2008,Collis Birmingham,AUS,15.,13:44.90
5000m men,beijing 2008,Edwin Cheruiyot Soi,KEN,16.,13:46.41
5000m men,beijing 2008,Moses Ndiema Kipsiro,UGA,17.,13:46.58
5000m men,beijing 2008,Moukheld Al Outaibi 1,KSA,18.,13:47.00
5000m men,beijing 2008,Abreham Cherkos,ETH,19.,13:47.60
5000m men,beijing 2008,Jesus Espana,ESP,20.,13:48.88
5000m men,beijing 2008,Kensuke Takezawa,JPN,21.,13:49.42
5000m men,beijing 2008,Ali Abdalla,ERI,22.,13:49.68
5000m men,beijing 2008,Geoffrey Kusuro,UGA,23.,13:50.50
5000m men,beijing 2008,Mohamed Farah,GBR,24.,13:50.95
5000m men,beijing 2008,Sultan Khamis Zaman,QAT,25.,13:53.38
5000m men,beijing 2008,Monder Rizki,BEL,26.,13:54.41
5000m men,beijing 2008,Adrian Blincoe,NZL,27.,13:55.27
5000m men,beijing 2008,Alberto Garcia 1,ESP,28.,13:58.20
5000m men,beijing 2008,Philipp Bandi,SUI,29.,13:59.68
5000m men,beijing 2008,Mourad Marofit,MAR,30.,14:00.76
5000m men,beijing 2008,Abdelaziz Ennaji El Idrissi,MAR,31.,14:05.30
5000m men,beijing 2008,Ian Dobson,USA,32.,14:05.47
5000m men,beijing 2008,Tonny Wamulwa,ZAM,33.,14:06.96
5000m men,beijing 2008,Kevin Sullivan,CAN,34.,14:09.16
5000m men,beijing 2008,Ali Saidi Sief,ALG,35.,14:15.00
5000m men,beijing 2008,Takayuki Matsumiya,JPN,36.,14:20.24
5000m men,beijing 2008,Abdinasir Said Ibrahim,SOM,37.,14:21.58
5000m men,beijing 2008,Nader Almassri,PLE,38.,14:41.10
5000m men,beijing 2008,Soe Min Thu,MYA,39.,15:50.56
5000m men,beijing 2008,Matthew Tegenkamp,USA,1.,13:37.36
5000m men,beijing 2008,Eliud Kipchoge Rotich,KEN,2.,13:37.50
5000m men,beijing 2008,Tariku Bekele,ETH,3.,13:37.63
5000m men,beijing 2008,Kidane Tadesse,ERI,4.,13:37.72
5000m men,beijing 2008,Aelemayehu Bezabeh,ESP,5.,13:37.88
5000m men,beijing 2008,Alistair Cragg,IRL,6.,13:38.57
5000m men,beijing 2008,Juan Luis Barrios,MEX,7.,13:42.39
5000m men,beijing 2008,Anis Selmouni,MAR,8.,13:43.70
5000m men,beijing 2008,Aadam Khamis,BRN,9.,13:44.76
5000m men,beijing 2008,Collis Birmingham,AUS,10.,13:44.90
5000m men,beijing 2008,Geoffrey Kusuro,UGA,11.,13:50.50
5000m men,beijing 2008,Sultan Khamis Zaman,QAT,12.,13:53.38
5000m men,beijing 2008,Takayuki Matsumiya,JPN,13.,14:20.24
5000m men,beijing 2008,Soe Min Thu,MYA,14.,15:50.56
5000m men,beijing 2008,Edwin Cheruiyot Soi,KEN,1.,13:46.41
5000m men,beijing 2008,Moses Ndiema Kipsiro,UGA,2.,13:46.58
5000m men,beijing 2008,Abreham Cherkos,ETH,3.,13:47.60
5000m men,beijing 2008,Jesus Espana,ESP,4.,13:48.88
5000m men,beijing 2008,Ali Abdalla,ERI,5.,13:49.68
5000m men,beijing 2008,Mohamed Farah,GBR,6.,13:50.95
5000m men,beijing 2008,Adrian Blincoe,NZL,7.,13:55.27
5000m men,beijing 2008,Mourad Marofit,MAR,8.,14:00.76
5000m men,beijing 2008,Ian Dobson,USA,9.,14:05.47
5000m men,beijing 2008,Tonny Wamulwa,ZAM,10.,14:06.96
5000m men,beijing 2008,Kevin Sullivan,CAN,11.,14:09.16
5000m men,beijing 2008,Ali Saidi Sief,ALG,12.,14:15.00
5000m men,beijing 2008,Nader Almassri,PLE,13.,14:41.10
5000m men,beijing 2008,Bernard Lagat,USA,1.,13:39.70
5000m men,beijing 2008,James Kwalia C Kurui,QAT,2.,13:39.96
5000m men,beijing 2008,Kenenisa Bekele,ETH,3.,13:40.13
5000m men,beijing 2008,Thomas Pkemei Longosiwa,KEN,4.,13:41.30
5000m men,beijing 2008,Craig Mottram,AUS,5.,13:44.39
5000m men,beijing 2008,Moukheld Al Outaibi 1,KSA,6.,13:47.00
5000m men,beijing 2008,Kensuke Takezawa,JPN,7.,13:49.42
5000m men,beijing 2008,Monder Rizki,BEL,8.,13:54.41
5000m men,beijing 2008,Alberto Garcia 1,ESP,9.,13:58.20
